# galaxy_id rad[kpc] vobs[km/s] errv[km/s] mass[M_sun]
NGC4559_rotmod 9.84 118.00 5.22 1.82e+10
NGC4559_rotmod 10.48 120.00 4.50 1.82e+10
NGC4559_rotmod 11.13 121.00 3.62 1.82e+10
NGC4559_rotmod 11.78 122.00 3.17 1.82e+10
NGC4559_rotmod 12.43 122.00 2.74 1.82e+10
NGC4559_rotmod 13.08 122.00 3.18 1.82e+10
NGC4559_rotmod 13.73 123.00 3.56 1.82e+10
NGC4559_rotmod 14.38 124.00 4.31 1.82e+10
NGC4559_rotmod 15.03 124.00 4.76 1.82e+10
NGC4559_rotmod 15.68 123.00 5.23 1.82e+10
NGC4559_rotmod 16.33 123.00 5.66 1.82e+10
NGC4559_rotmod 16.98 123.00 5.62 1.82e+10
NGC4559_rotmod 17.72 121.00 5.67 1.82e+10
NGC4559_rotmod 18.28 122.00 6.32 1.82e+10
NGC4559_rotmod 19.02 122.00 6.35 1.82e+10
NGC4559_rotmod 19.67 121.00 5.86 1.82e+10
NGC4559_rotmod 20.32 120.00 5.94 1.82e+10
NGC4559_rotmod 20.97 119.00 6.13 1.82e+10
D512-2_rotmod 0.96 22.90 2.71 2.23e+08
D512-2_rotmod 1.92 33.50 2.71 2.23e+08
D512-2_rotmod 2.88 37.20 4.19 2.23e+08
D512-2_rotmod 3.83 35.90 5.98 2.23e+08
UGC06973_rotmod 1.74 170.00 4.70 5.69e+10
UGC06973_rotmod 2.61 174.00 4.20 5.69e+10
UGC06973_rotmod 3.50 170.00 4.20 5.69e+10
UGC06973_rotmod 4.37 170.00 4.30 5.69e+10
UGC06973_rotmod 5.32 171.00 4.80 5.69e+10
UGC06973_rotmod 6.28 174.00 4.90 5.69e+10
UGC06973_rotmod 6.81 177.00 10.10 5.69e+10
UGC06973_rotmod 7.33 178.00 6.30 5.69e+10
UGC06973_rotmod 7.85 180.00 7.70 5.69e+10
UGC06930_rotmod 1.74 54.70 8.30 7.99e+09
UGC06930_rotmod 3.50 85.40 7.00 7.99e+09
UGC06930_rotmod 5.24 93.80 6.20 7.99e+09
UGC06930_rotmod 6.98 98.70 5.20 7.99e+09
UGC06930_rotmod 8.72 103.00 5.20 7.99e+09
UGC06930_rotmod 10.47 107.00 5.20 7.99e+09
UGC06930_rotmod 12.19 109.00 5.20 7.99e+09
UGC06930_rotmod 13.94 108.00 7.40 7.99e+09
UGC06930_rotmod 15.68 108.00 7.40 7.99e+09
UGC06930_rotmod 16.61 108.00 7.40 7.99e+09
UGC06923_rotmod 0.93 40.50 7.35 2.16e+09
UGC06923_rotmod 1.94 53.90 5.90 2.16e+09
UGC06923_rotmod 2.87 73.00 4.70 2.16e+09
UGC06923_rotmod 3.72 78.40 3.90 2.16e+09
UGC06923_rotmod 4.47 79.30 5.30 2.16e+09
UGC06923_rotmod 5.16 81.10 5.10 2.16e+09
NGC2683_rotmod 2.89 189.00 10.00 8.06e+10
NGC2683_rotmod 5.77 212.00 5.00 8.06e+10
NGC2683_rotmod 8.66 206.00 5.00 8.06e+10
NGC2683_rotmod 11.54 200.00 5.00 8.06e+10
NGC2683_rotmod 14.43 172.00 12.00 8.06e+10
NGC2683_rotmod 17.31 190.00 10.00 8.06e+10
NGC2683_rotmod 20.20 169.00 10.00 8.06e+10
NGC2683_rotmod 23.08 150.00 10.00 8.06e+10
NGC2683_rotmod 28.85 160.00 10.00 8.06e+10
NGC2683_rotmod 31.74 155.00 10.00 8.06e+10
NGC2683_rotmod 34.62 151.00 12.00 8.06e+10
NGC2955_rotmod 0.75 169.00 4.27 2.00e+11
NGC2955_rotmod 1.55 203.00 4.92 2.00e+11
NGC2955_rotmod 2.30 232.00 5.49 2.00e+11
NGC2955_rotmod 3.06 256.00 4.38 2.00e+11
NGC2955_rotmod 3.85 248.00 3.47 2.00e+11
NGC2955_rotmod 4.61 253.00 5.68 2.00e+11
NGC2955_rotmod 5.36 269.00 8.42 2.00e+11
NGC2955_rotmod 6.12 268.00 4.67 2.00e+11
NGC2955_rotmod 6.91 260.00 5.58 2.00e+11
NGC2955_rotmod 7.66 245.00 8.47 2.00e+11
NGC2955_rotmod 8.42 247.00 6.00 2.00e+11
NGC2955_rotmod 8.86 267.00 10.30 2.00e+11
NGC2955_rotmod 9.21 255.00 7.27 2.00e+11
NGC2955_rotmod 10.82 253.00 11.20 2.00e+11
NGC2955_rotmod 11.56 271.00 11.30 2.00e+11
NGC2955_rotmod 12.40 276.00 8.71 2.00e+11
NGC2955_rotmod 14.17 275.00 10.10 2.00e+11
NGC2955_rotmod 16.88 275.00 10.00 2.00e+11
NGC2955_rotmod 19.49 276.00 11.70 2.00e+11
NGC2955_rotmod 22.19 267.00 15.70 2.00e+11
NGC2955_rotmod 24.80 257.00 15.10 2.00e+11
NGC2955_rotmod 27.51 254.00 13.60 2.00e+11
NGC2955_rotmod 30.12 248.00 11.60 2.00e+11
NGC2955_rotmod 35.43 227.00 11.20 2.00e+11
UGC02953_rotmod 0.09 231.00 52.90 1.63e+11
UGC02953_rotmod 0.17 231.00 27.90 1.63e+11
UGC02953_rotmod 0.26 231.00 16.40 1.63e+11
UGC02953_rotmod 0.34 231.00 11.90 1.63e+11
UGC02953_rotmod 0.43 232.00 8.04 1.63e+11
UGC02953_rotmod 0.51 232.00 6.53 1.63e+11
UGC02953_rotmod 0.60 232.00 4.75 1.63e+11
UGC02953_rotmod 0.69 232.00 4.00 1.63e+11
UGC02953_rotmod 0.77 233.00 5.69 1.63e+11
UGC02953_rotmod 0.86 233.00 4.83 1.63e+11
UGC02953_rotmod 0.95 234.00 10.80 1.63e+11
UGC02953_rotmod 1.03 235.00 10.30 1.63e+11
UGC02953_rotmod 1.11 235.00 10.60 1.63e+11
UGC02953_rotmod 1.20 236.00 10.20 1.63e+11
UGC02953_rotmod 1.29 237.00 10.60 1.63e+11
UGC02953_rotmod 1.38 238.00 14.20 1.63e+11
UGC02953_rotmod 1.46 238.00 14.10 1.63e+11
UGC02953_rotmod 1.55 239.00 19.60 1.63e+11
UGC02953_rotmod 1.63 240.00 17.80 1.63e+11
UGC02953_rotmod 1.72 241.00 7.14 1.63e+11
UGC02953_rotmod 1.80 242.00 11.90 1.63e+11
UGC02953_rotmod 1.89 243.00 10.90 1.63e+11
UGC02953_rotmod 1.98 244.00 17.60 1.63e+11
UGC02953_rotmod 2.07 246.00 11.40 1.63e+11
UGC02953_rotmod 2.15 247.00 12.90 1.63e+11
UGC02953_rotmod 2.23 248.00 15.40 1.63e+11
UGC02953_rotmod 2.32 249.00 17.60 1.63e+11
UGC02953_rotmod 2.40 251.00 24.00 1.63e+11
UGC02953_rotmod 2.49 252.00 10.10 1.63e+11
UGC02953_rotmod 2.58 253.00 12.00 1.63e+11
UGC02953_rotmod 2.67 254.00 6.34 1.63e+11
UGC02953_rotmod 2.75 256.00 6.22 1.63e+11
UGC02953_rotmod 2.83 257.00 5.60 1.63e+11
UGC02953_rotmod 2.92 259.00 8.73 1.63e+11
UGC02953_rotmod 3.00 260.00 5.19 1.63e+11
UGC02953_rotmod 3.09 262.00 11.00 1.63e+11
UGC02953_rotmod 3.18 263.00 16.00 1.63e+11
UGC02953_rotmod 3.27 264.00 13.10 1.63e+11
UGC02953_rotmod 3.35 266.00 11.80 1.63e+11
UGC02953_rotmod 3.43 267.00 12.70 1.63e+11
UGC02953_rotmod 4.21 280.00 5.52 1.63e+11
UGC02953_rotmod 4.29 282.00 2.35 1.63e+11
UGC02953_rotmod 4.38 283.00 5.10 1.63e+11
UGC02953_rotmod 4.47 285.00 4.61 1.63e+11
UGC02953_rotmod 4.80 290.00 10.80 1.63e+11
UGC02953_rotmod 5.25 296.00 2.85 1.63e+11
UGC02953_rotmod 5.32 298.00 1.92 1.63e+11
UGC02953_rotmod 5.41 299.00 4.29 1.63e+11
UGC02953_rotmod 5.50 300.00 4.92 1.63e+11
UGC02953_rotmod 5.58 301.00 2.24 1.63e+11
UGC02953_rotmod 5.67 302.00 4.59 1.63e+11
UGC02953_rotmod 5.76 303.00 5.07 1.63e+11
UGC02953_rotmod 6.00 306.00 7.89 1.63e+11
UGC02953_rotmod 6.18 307.00 4.41 1.63e+11
UGC02953_rotmod 6.27 308.00 3.20 1.63e+11
UGC02953_rotmod 6.36 309.00 6.66 1.63e+11
UGC02953_rotmod 6.45 310.00 5.83 1.63e+11
UGC02953_rotmod 6.53 310.00 3.83 1.63e+11
UGC02953_rotmod 6.61 311.00 2.41 1.63e+11
UGC02953_rotmod 6.70 312.00 1.25 1.63e+11
UGC02953_rotmod 6.79 312.00 3.61 1.63e+11
UGC02953_rotmod 6.87 313.00 13.80 1.63e+11
UGC02953_rotmod 6.96 313.00 4.58 1.63e+11
UGC02953_rotmod 7.05 314.00 3.05 1.63e+11
UGC02953_rotmod 7.20 315.00 1.38 1.63e+11
UGC02953_rotmod 7.39 316.00 0.75 1.63e+11
UGC02953_rotmod 7.47 316.00 8.57 1.63e+11
UGC02953_rotmod 7.99 318.00 1.36 1.63e+11
UGC02953_rotmod 8.08 318.00 16.00 1.63e+11
UGC02953_rotmod 8.16 318.00 5.50 1.63e+11
UGC02953_rotmod 8.25 319.00 2.94 1.63e+11
UGC02953_rotmod 8.34 319.00 1.74 1.63e+11
UGC02953_rotmod 8.40 319.00 2.20 1.63e+11
UGC02953_rotmod 9.59 319.00 3.23 1.63e+11
UGC02953_rotmod 10.80 317.00 4.08 1.63e+11
UGC02953_rotmod 12.02 312.00 2.62 1.63e+11
UGC02953_rotmod 13.22 308.00 0.76 1.63e+11
UGC02953_rotmod 14.42 303.00 1.86 1.63e+11
UGC02953_rotmod 15.63 298.00 1.34 1.63e+11
UGC02953_rotmod 16.83 296.00 1.41 1.63e+11
UGC02953_rotmod 18.03 294.00 1.15 1.63e+11
UGC02953_rotmod 19.23 294.00 0.59 1.63e+11
UGC02953_rotmod 20.43 294.00 0.50 1.63e+11
UGC02953_rotmod 21.64 292.00 1.21 1.63e+11
UGC02953_rotmod 22.84 290.00 1.21 1.63e+11
UGC02953_rotmod 24.04 287.00 0.81 1.63e+11
UGC02953_rotmod 25.24 283.00 1.08 1.63e+11
UGC02953_rotmod 26.44 279.00 1.87 1.63e+11
UGC02953_rotmod 27.65 276.00 1.55 1.63e+11
UGC02953_rotmod 28.85 273.00 1.90 1.63e+11
UGC02953_rotmod 30.05 271.00 1.12 1.63e+11
UGC02953_rotmod 31.25 270.00 1.41 1.63e+11
UGC02953_rotmod 32.34 268.00 1.76 1.63e+11
UGC02953_rotmod 33.55 267.00 1.81 1.63e+11
UGC02953_rotmod 34.75 266.00 2.18 1.63e+11
UGC02953_rotmod 35.95 265.00 3.01 1.63e+11
UGC02953_rotmod 37.15 264.00 2.04 1.63e+11
UGC02953_rotmod 38.35 264.00 1.58 1.63e+11
UGC02953_rotmod 39.56 264.00 3.23 1.63e+11
UGC02953_rotmod 40.76 264.00 2.94 1.63e+11
UGC02953_rotmod 41.96 264.00 1.62 1.63e+11
UGC02953_rotmod 43.16 264.00 2.15 1.63e+11
UGC02953_rotmod 44.36 262.00 4.45 1.63e+11
UGC02953_rotmod 45.57 260.00 7.43 1.63e+11
UGC02953_rotmod 46.77 258.00 7.22 1.63e+11
UGC02953_rotmod 47.97 257.00 5.37 1.63e+11
UGC02953_rotmod 49.17 258.00 5.43 1.63e+11
UGC02953_rotmod 50.37 260.00 6.47 1.63e+11
UGC02953_rotmod 51.58 263.00 5.75 1.63e+11
UGC02953_rotmod 52.78 265.00 5.54 1.63e+11
UGC02953_rotmod 53.98 266.00 4.43 1.63e+11
UGC02953_rotmod 55.18 266.00 4.71 1.63e+11
UGC02953_rotmod 57.59 262.00 5.28 1.63e+11
UGC02953_rotmod 59.99 263.00 4.70 1.63e+11
UGC02953_rotmod 62.39 272.00 5.04 1.63e+11
NGC4088_rotmod 1.74 84.90 11.30 1.01e+11
NGC4088_rotmod 3.50 136.00 9.90 1.01e+11
NGC4088_rotmod 5.24 162.00 8.00 1.01e+11
NGC4088_rotmod 6.98 179.00 6.50 1.01e+11
NGC4088_rotmod 8.72 182.00 6.10 1.01e+11
NGC4088_rotmod 10.47 179.00 7.00 1.01e+11
NGC4088_rotmod 12.19 174.00 6.20 1.01e+11
NGC4088_rotmod 13.94 171.00 7.20 1.01e+11
NGC4088_rotmod 15.68 168.00 6.10 1.01e+11
NGC4088_rotmod 17.42 165.00 5.60 1.01e+11
NGC4088_rotmod 19.28 171.00 8.60 1.01e+11
NGC4088_rotmod 21.48 174.00 7.60 1.01e+11
UGC06983_rotmod 1.74 56.90 6.60 5.02e+09
UGC06983_rotmod 2.61 87.40 4.80 5.02e+09
UGC06983_rotmod 3.50 92.10 5.70 5.02e+09
UGC06983_rotmod 4.37 93.50 5.20 5.02e+09
UGC06983_rotmod 5.24 98.20 4.40 5.02e+09
UGC06983_rotmod 6.11 99.70 4.40 5.02e+09
UGC06983_rotmod 6.98 102.00 3.50 5.02e+09
UGC06983_rotmod 7.85 107.00 4.40 5.02e+09
UGC06983_rotmod 8.72 108.00 4.40 5.02e+09
UGC06983_rotmod 9.60 110.00 4.40 5.02e+09
UGC06983_rotmod 10.47 113.00 4.40 5.02e+09
UGC06983_rotmod 11.35 110.00 5.20 5.02e+09
UGC06983_rotmod 12.19 108.00 5.70 5.02e+09
UGC06983_rotmod 13.12 109.00 8.60 5.02e+09
UGC06983_rotmod 13.94 108.00 9.80 5.02e+09
UGC06983_rotmod 14.86 108.00 9.80 5.02e+09
UGC06983_rotmod 15.68 109.00 12.30 5.02e+09
NGC4010_rotmod 0.87 39.30 6.60 1.17e+10
NGC4010_rotmod 1.74 54.60 5.60 1.17e+10
NGC4010_rotmod 2.61 65.50 6.70 1.17e+10
NGC4010_rotmod 3.50 83.90 5.20 1.17e+10
NGC4010_rotmod 4.37 94.30 6.30 1.17e+10
NGC4010_rotmod 5.24 104.00 5.70 1.17e+10
NGC4010_rotmod 6.11 115.00 5.10 1.17e+10
NGC4010_rotmod 6.98 127.00 5.10 1.17e+10
NGC4010_rotmod 7.85 129.00 5.10 1.17e+10
NGC4010_rotmod 8.72 127.00 5.10 1.17e+10
NGC4010_rotmod 9.60 124.00 5.10 1.17e+10
NGC4010_rotmod 10.47 122.00 3.90 1.17e+10
UGC06614_rotmod 3.23 194.00 16.70 1.12e+11
UGC06614_rotmod 9.18 172.00 8.10 1.12e+11
UGC06614_rotmod 10.64 170.00 10.70 1.12e+11
UGC06614_rotmod 11.58 170.00 6.80 1.12e+11
UGC06614_rotmod 12.52 171.00 6.80 1.12e+11
UGC06614_rotmod 13.57 172.00 12.10 1.12e+11
UGC06614_rotmod 15.76 174.00 19.60 1.12e+11
UGC06614_rotmod 24.94 193.00 23.20 1.12e+11
UGC06614_rotmod 26.30 194.00 23.00 1.12e+11
UGC06614_rotmod 34.96 201.00 7.20 1.12e+11
UGC06614_rotmod 36.84 202.00 17.10 1.12e+11
UGC06614_rotmod 47.38 205.00 16.00 1.12e+11
UGC06614_rotmod 64.59 204.00 16.00 1.12e+11
NGC2915_rotmod 0.34 13.50 10.10 6.34e+08
NGC2915_rotmod 0.67 31.30 12.50 6.34e+08
NGC2915_rotmod 1.00 35.30 13.40 6.34e+08
NGC2915_rotmod 1.34 50.50 9.38 6.34e+08
NGC2915_rotmod 1.68 61.00 10.10 6.34e+08
NGC2915_rotmod 2.01 66.50 11.90 6.34e+08
NGC2915_rotmod 2.34 74.40 11.60 6.34e+08
NGC2915_rotmod 2.67 83.00 9.17 6.34e+08
NGC2915_rotmod 3.01 86.40 7.66 6.34e+08
NGC2915_rotmod 3.35 83.60 8.18 6.34e+08
NGC2915_rotmod 3.68 79.80 7.93 6.34e+08
NGC2915_rotmod 4.02 82.80 6.95 6.34e+08
NGC2915_rotmod 4.35 83.50 7.19 6.34e+08
NGC2915_rotmod 4.68 80.40 7.85 6.34e+08
NGC2915_rotmod 5.02 80.30 7.57 6.34e+08
NGC2915_rotmod 5.35 82.10 7.92 6.34e+08
NGC2915_rotmod 5.69 82.40 8.33 6.34e+08
NGC2915_rotmod 6.03 80.90 7.88 6.34e+08
NGC2915_rotmod 6.36 79.00 6.15 6.34e+08
NGC2915_rotmod 6.69 81.40 6.11 6.34e+08
NGC2915_rotmod 7.02 79.70 5.59 6.34e+08
NGC2915_rotmod 7.36 77.50 6.33 6.34e+08
NGC2915_rotmod 7.70 79.90 6.41 6.34e+08
NGC2915_rotmod 8.03 81.50 7.86 6.34e+08
NGC2915_rotmod 8.37 82.20 7.82 6.34e+08
NGC2915_rotmod 8.70 82.00 7.09 6.34e+08
NGC2915_rotmod 9.03 84.70 5.74 6.34e+08
NGC2915_rotmod 9.37 86.10 5.54 6.34e+08
NGC2915_rotmod 9.70 85.30 5.23 6.34e+08
NGC2915_rotmod 10.04 86.50 6.45 6.34e+08
NGC4068_rotmod 0.21 4.68 3.65 1.46e+08
NGC4068_rotmod 0.64 13.10 3.44 1.46e+08
NGC4068_rotmod 1.06 22.50 2.45 1.46e+08
NGC4068_rotmod 1.48 30.40 1.71 1.46e+08
NGC4068_rotmod 1.91 36.00 1.70 1.46e+08
NGC4068_rotmod 2.33 41.90 4.97 1.46e+08
F583-1_rotmod 0.26 14.60 13.00 5.43e+08
F583-1_rotmod 0.44 10.00 7.00 5.43e+08
F583-1_rotmod 0.77 10.70 7.13 5.43e+08
F583-1_rotmod 0.89 17.40 9.60 5.43e+08
F583-1_rotmod 1.22 23.50 11.20 5.43e+08
F583-1_rotmod 1.55 31.00 5.20 5.43e+08
F583-1_rotmod 1.80 32.30 2.41 5.43e+08
F583-1_rotmod 2.21 40.90 5.90 5.43e+08
F583-1_rotmod 2.31 43.80 4.26 5.43e+08
F583-1_rotmod 2.54 44.80 4.50 5.43e+08
F583-1_rotmod 3.10 51.70 12.70 5.43e+08
F583-1_rotmod 3.43 55.70 4.50 5.43e+08
F583-1_rotmod 3.86 59.40 9.85 5.43e+08
F583-1_rotmod 4.09 62.00 4.50 5.43e+08
F583-1_rotmod 4.37 63.00 3.20 5.43e+08
F583-1_rotmod 4.76 66.60 6.90 5.43e+08
F583-1_rotmod 5.40 71.30 2.95 5.43e+08
F583-1_rotmod 5.86 72.30 15.50 5.43e+08
F583-1_rotmod 6.08 73.40 6.00 5.43e+08
F583-1_rotmod 6.43 72.40 5.81 5.43e+08
F583-1_rotmod 6.97 77.10 12.10 5.43e+08
F583-1_rotmod 7.96 80.30 13.50 5.43e+08
F583-1_rotmod 10.29 84.70 6.00 5.43e+08
F583-1_rotmod 15.49 86.90 5.60 5.43e+08
F583-1_rotmod 16.26 85.80 8.60 5.43e+08
UGC07690_rotmod 0.59 45.30 4.31 8.09e+08
UGC07690_rotmod 1.18 59.80 4.31 8.09e+08
UGC07690_rotmod 1.77 60.70 4.31 8.09e+08
UGC07690_rotmod 2.36 58.80 4.31 8.09e+08
UGC07690_rotmod 2.95 57.90 4.31 8.09e+08
UGC07690_rotmod 3.54 56.90 4.31 8.09e+08
UGC07690_rotmod 4.13 55.90 4.31 8.09e+08
UGC08286_rotmod 0.47 22.20 2.81 1.11e+09
UGC08286_rotmod 0.95 43.40 3.47 1.11e+09
UGC08286_rotmod 1.42 60.20 3.04 1.11e+09
UGC08286_rotmod 1.90 69.60 2.05 1.11e+09
UGC08286_rotmod 2.37 72.50 2.00 1.11e+09
UGC08286_rotmod 2.84 74.30 2.02 1.11e+09
UGC08286_rotmod 3.30 75.80 2.01 1.11e+09
UGC08286_rotmod 3.78 77.20 2.05 1.11e+09
UGC08286_rotmod 4.25 79.30 2.08 1.11e+09
UGC08286_rotmod 4.73 81.30 2.08 1.11e+09
UGC08286_rotmod 5.20 81.60 2.03 1.11e+09
UGC08286_rotmod 5.67 82.10 2.02 1.11e+09
UGC08286_rotmod 6.15 82.90 2.00 1.11e+09
UGC08286_rotmod 6.62 83.20 2.00 1.11e+09
UGC08286_rotmod 7.10 83.50 2.02 1.11e+09
UGC08286_rotmod 7.57 83.80 2.00 1.11e+09
UGC08286_rotmod 8.04 84.30 2.00 1.11e+09
F571-V1_rotmod 1.95 32.00 10.00 1.66e+09
F571-V1_rotmod 3.88 57.60 10.00 1.66e+09
F571-V1_rotmod 5.83 70.90 7.00 1.66e+09
F571-V1_rotmod 7.78 77.00 6.00 1.66e+09
F571-V1_rotmod 9.72 82.50 6.00 1.66e+09
F571-V1_rotmod 11.66 84.30 6.00 1.66e+09
F571-V1_rotmod 13.59 83.90 6.00 1.66e+09
NGC3198_rotmod 0.32 24.40 35.90 2.65e+10
NGC3198_rotmod 0.64 43.30 16.30 2.65e+10
NGC3198_rotmod 0.96 45.50 16.10 2.65e+10
NGC3198_rotmod 1.28 58.50 15.40 2.65e+10
NGC3198_rotmod 1.61 68.80 7.61 2.65e+10
NGC3198_rotmod 1.93 76.90 10.30 2.65e+10
NGC3198_rotmod 2.24 82.00 8.09 2.65e+10
NGC3198_rotmod 2.57 86.90 7.60 2.65e+10
NGC3198_rotmod 2.89 97.60 3.03 2.65e+10
NGC3198_rotmod 3.21 100.00 5.31 2.65e+10
NGC3198_rotmod 3.54 107.00 7.51 2.65e+10
NGC3198_rotmod 3.85 113.00 7.32 2.65e+10
NGC3198_rotmod 4.17 117.00 5.21 2.65e+10
NGC3198_rotmod 4.50 119.00 5.67 2.65e+10
NGC3198_rotmod 4.82 127.00 5.39 2.65e+10
NGC3198_rotmod 5.15 132.00 4.34 2.65e+10
NGC3198_rotmod 5.46 134.00 2.36 2.65e+10
NGC3198_rotmod 5.78 137.00 0.89 2.65e+10
NGC3198_rotmod 6.10 140.00 2.84 2.65e+10
NGC3198_rotmod 6.43 142.00 0.88 2.65e+10
NGC3198_rotmod 6.74 144.00 1.23 2.65e+10
NGC3198_rotmod 7.06 146.00 1.57 2.65e+10
NGC3198_rotmod 8.04 147.00 3.00 2.65e+10
NGC3198_rotmod 9.04 148.00 3.00 2.65e+10
NGC3198_rotmod 10.04 152.00 2.00 2.65e+10
NGC3198_rotmod 11.04 155.00 2.00 2.65e+10
NGC3198_rotmod 12.05 156.00 2.00 2.65e+10
NGC3198_rotmod 14.05 157.00 2.00 2.65e+10
NGC3198_rotmod 16.07 153.00 2.00 2.65e+10
NGC3198_rotmod 18.13 153.00 2.00 2.65e+10
NGC3198_rotmod 20.05 154.00 2.00 2.65e+10
NGC3198_rotmod 22.12 153.00 2.00 2.65e+10
NGC3198_rotmod 24.03 150.00 2.00 2.65e+10
NGC3198_rotmod 26.10 149.00 2.00 2.65e+10
NGC3198_rotmod 28.16 148.00 2.00 2.65e+10
NGC3198_rotmod 30.08 146.00 2.00 2.65e+10
NGC3198_rotmod 32.14 147.00 2.00 2.65e+10
NGC3198_rotmod 34.06 148.00 2.00 2.65e+10
NGC3198_rotmod 36.12 148.00 2.00 2.65e+10
NGC3198_rotmod 38.19 149.00 2.00 2.65e+10
NGC3198_rotmod 40.10 150.00 2.00 2.65e+10
NGC3198_rotmod 42.17 150.00 3.00 2.65e+10
NGC3198_rotmod 44.08 149.00 3.00 2.65e+10
UGC11455_rotmod 0.62 35.10 4.01 2.51e+11
UGC11455_rotmod 1.23 64.60 4.19 2.51e+11
UGC11455_rotmod 1.83 80.10 6.32 2.51e+11
UGC11455_rotmod 2.47 113.00 10.40 2.51e+11
UGC11455_rotmod 3.08 136.00 7.59 2.51e+11
UGC11455_rotmod 3.68 150.00 7.75 2.51e+11
UGC11455_rotmod 4.32 171.00 9.19 2.51e+11
UGC11455_rotmod 4.91 192.00 9.16 2.51e+11
UGC11455_rotmod 5.53 197.00 9.96 2.51e+11
UGC11455_rotmod 6.17 195.00 12.40 2.51e+11
UGC11455_rotmod 6.78 196.00 7.09 2.51e+11
UGC11455_rotmod 7.38 216.00 5.99 2.51e+11
UGC11455_rotmod 8.00 225.00 5.24 2.51e+11
UGC11455_rotmod 8.62 240.00 6.15 2.51e+11
UGC11455_rotmod 9.23 247.00 4.37 2.51e+11
UGC11455_rotmod 9.85 254.00 6.48 2.51e+11
UGC11455_rotmod 10.43 257.00 7.41 2.51e+11
UGC11455_rotmod 11.05 273.00 5.38 2.51e+11
UGC11455_rotmod 11.67 272.00 5.98 2.51e+11
UGC11455_rotmod 12.19 270.00 20.90 2.51e+11
UGC11455_rotmod 12.91 279.00 9.40 2.51e+11
UGC11455_rotmod 14.56 287.00 10.80 2.51e+11
UGC11455_rotmod 16.63 291.00 10.00 2.51e+11
UGC11455_rotmod 17.77 286.00 9.67 2.51e+11
UGC11455_rotmod 18.49 288.00 6.96 2.51e+11
UGC11455_rotmod 20.24 289.00 6.63 2.51e+11
UGC11455_rotmod 22.62 288.00 10.00 2.51e+11
UGC11455_rotmod 24.89 269.00 8.23 2.51e+11
UGC11455_rotmod 27.06 267.00 7.11 2.51e+11
UGC11455_rotmod 29.13 272.00 5.36 2.51e+11
UGC11455_rotmod 31.30 274.00 5.78 2.51e+11
UGC11455_rotmod 33.46 259.00 5.81 2.51e+11
UGC11455_rotmod 35.53 272.00 6.69 2.51e+11
UGC11455_rotmod 37.70 274.00 6.39 2.51e+11
UGC11455_rotmod 39.87 272.00 5.59 2.51e+11
UGC11455_rotmod 41.93 266.00 8.82 2.51e+11
UGC05721_rotmod 0.09 16.50 4.57 4.76e+08
UGC05721_rotmod 0.27 38.50 6.88 4.76e+08
UGC05721_rotmod 0.45 47.40 4.57 4.76e+08
UGC05721_rotmod 0.63 55.50 4.57 4.76e+08
UGC05721_rotmod 0.81 56.40 5.45 4.76e+08
UGC05721_rotmod 0.99 59.80 4.57 4.76e+08
UGC05721_rotmod 1.17 67.80 4.57 4.76e+08
UGC05721_rotmod 1.35 76.40 4.57 4.76e+08
UGC05721_rotmod 1.53 81.20 4.57 4.76e+08
UGC05721_rotmod 1.71 82.20 19.20 4.76e+08
UGC05721_rotmod 1.89 82.60 4.57 4.76e+08
UGC05721_rotmod 2.07 82.30 4.57 4.76e+08
UGC05721_rotmod 2.25 82.10 4.57 4.76e+08
UGC05721_rotmod 2.67 81.40 4.57 4.76e+08
UGC05721_rotmod 3.15 79.30 4.57 4.76e+08
UGC05721_rotmod 3.61 78.50 4.57 4.76e+08
UGC05721_rotmod 4.04 78.20 4.57 4.76e+08
UGC05721_rotmod 4.49 78.10 4.57 4.76e+08
UGC05721_rotmod 4.93 78.20 4.57 4.76e+08
UGC05721_rotmod 5.38 78.30 4.57 4.76e+08
UGC05721_rotmod 5.86 78.60 4.57 4.76e+08
UGC05721_rotmod 6.28 78.90 4.57 4.76e+08
UGC05721_rotmod 6.74 79.50 4.57 4.76e+08
UGC06786_rotmod 0.16 160.00 36.00 5.44e+10
UGC06786_rotmod 0.32 177.00 30.90 5.44e+10
UGC06786_rotmod 0.49 180.00 25.30 5.44e+10
UGC06786_rotmod 0.65 180.00 32.00 5.44e+10
UGC06786_rotmod 1.30 182.00 4.72 5.44e+10
UGC06786_rotmod 1.46 183.00 10.80 5.44e+10
UGC06786_rotmod 1.62 184.00 7.43 5.44e+10
UGC06786_rotmod 3.72 206.00 8.42 5.44e+10
UGC06786_rotmod 3.89 207.00 4.54 5.44e+10
UGC06786_rotmod 4.05 209.00 5.36 5.44e+10
UGC06786_rotmod 4.22 210.00 2.43 5.44e+10
UGC06786_rotmod 4.26 210.00 4.60 5.44e+10
UGC06786_rotmod 4.38 211.00 2.80 5.44e+10
UGC06786_rotmod 4.54 213.00 2.18 5.44e+10
UGC06786_rotmod 4.71 214.00 7.61 5.44e+10
UGC06786_rotmod 4.86 215.00 4.70 5.44e+10
UGC06786_rotmod 5.02 215.00 2.34 5.44e+10
UGC06786_rotmod 5.18 216.00 2.95 5.44e+10
UGC06786_rotmod 5.35 217.00 4.48 5.44e+10
UGC06786_rotmod 5.51 217.00 3.99 5.44e+10
UGC06786_rotmod 5.68 218.00 5.14 5.44e+10
