# galaxy_id rad[kpc] vobs[km/s] errv[km/s] mass[M_sun]
NGC3949_rotmod 7.07 169.00 25.50 3.11e+10
UGC05716_rotmod 1.03 39.15 4.06 5.67e+08
UGC05716_rotmod 2.07 49.15 1.65 5.67e+08
UGC05716_rotmod 3.09 55.05 0.60 5.67e+08
UGC05716_rotmod 4.13 59.35 0.41 5.67e+08
UGC05716_rotmod 5.16 63.85 0.46 5.67e+08
UGC05716_rotmod 6.20 68.20 0.86 5.67e+08
UGC05716_rotmod 7.23 71.70 1.07 5.67e+08
UGC05716_rotmod 8.26 73.50 1.07 5.67e+08
UGC05716_rotmod 9.28 73.15 1.00 5.67e+08
UGC05716_rotmod 10.34 72.50 0.74 5.67e+08
UGC05716_rotmod 11.40 73.00 1.07 5.67e+08
UGC05716_rotmod 12.37 74.70 2.09 5.67e+08
UGC07089_rotmod 0.87 20.90 4.70 2.75e+09
UGC07089_rotmod 1.74 36.40 3.90 2.75e+09
UGC07089_rotmod 2.61 43.40 3.90 2.75e+09
UGC07089_rotmod 3.50 51.20 4.70 2.75e+09
UGC07089_rotmod 4.37 59.70 3.90 2.75e+09
UGC07089_rotmod 5.24 64.50 4.40 2.75e+09
UGC07089_rotmod 6.11 67.90 3.90 2.75e+09
UGC07089_rotmod 6.55 72.80 7.30 2.75e+09
UGC07089_rotmod 6.98 70.30 6.10 2.75e+09
UGC07089_rotmod 7.85 73.70 6.10 2.75e+09
UGC07089_rotmod 8.72 77.60 6.10 2.75e+09
UGC07089_rotmod 9.16 79.10 7.30 2.75e+09
NGC0247_rotmod 1.08 34.60 0.90 4.91e+09
NGC0247_rotmod 1.61 47.00 0.80 4.91e+09
NGC0247_rotmod 2.15 59.10 3.10 4.91e+09
NGC0247_rotmod 2.70 64.40 1.40 4.91e+09
NGC0247_rotmod 3.22 67.40 2.30 4.91e+09
NGC0247_rotmod 3.77 69.80 0.70 4.91e+09
NGC0247_rotmod 4.31 71.30 1.10 4.91e+09
NGC0247_rotmod 4.85 73.20 1.70 4.91e+09
NGC0247_rotmod 5.38 75.10 3.00 4.91e+09
NGC0247_rotmod 5.92 78.50 3.80 4.91e+09
NGC0247_rotmod 6.46 81.40 5.00 4.91e+09
NGC0247_rotmod 6.99 83.50 7.00 4.91e+09
NGC0247_rotmod 7.53 87.10 7.20 4.91e+09
NGC0247_rotmod 8.07 90.70 4.80 4.91e+09
NGC0247_rotmod 8.62 93.10 1.40 4.91e+09
NGC0247_rotmod 9.14 95.90 2.10 4.91e+09
NGC0247_rotmod 9.69 98.40 5.20 4.91e+09
NGC0247_rotmod 10.23 101.00 8.20 4.91e+09
NGC0247_rotmod 10.76 103.00 9.40 4.91e+09
NGC0247_rotmod 11.30 104.00 9.40 4.91e+09
NGC0247_rotmod 11.84 105.00 8.90 4.91e+09
NGC0247_rotmod 12.38 105.00 8.40 4.91e+09
NGC0247_rotmod 12.91 105.00 9.00 4.91e+09
NGC0247_rotmod 13.48 106.00 8.40 4.91e+09
NGC0247_rotmod 14.01 108.00 7.70 4.91e+09
NGC0247_rotmod 14.54 107.00 9.20 4.91e+09
PGC51017_rotmod 0.33 20.50 4.17 1.32e+08
PGC51017_rotmod 0.99 19.90 1.82 1.32e+08
PGC51017_rotmod 1.65 19.30 1.69 1.32e+08
PGC51017_rotmod 2.31 18.80 1.90 1.32e+08
PGC51017_rotmod 2.97 18.20 1.74 1.32e+08
PGC51017_rotmod 3.63 18.30 2.22 1.32e+08
ESO116-G012_rotmod 0.25 20.90 3.40 3.40e+09
ESO116-G012_rotmod 0.83 40.00 3.29 3.40e+09
ESO116-G012_rotmod 1.38 51.50 2.96 3.40e+09
ESO116-G012_rotmod 1.85 67.90 3.45 3.40e+09
ESO116-G012_rotmod 2.68 80.20 2.93 3.40e+09
ESO116-G012_rotmod 3.19 83.30 3.08 3.40e+09
ESO116-G012_rotmod 3.68 91.40 2.83 3.40e+09
ESO116-G012_rotmod 4.13 102.00 5.40 3.40e+09
ESO116-G012_rotmod 5.23 105.00 4.21 3.40e+09
ESO116-G012_rotmod 6.05 109.00 2.10 3.40e+09
ESO116-G012_rotmod 6.81 108.00 2.10 3.40e+09
ESO116-G012_rotmod 7.56 109.00 2.10 3.40e+09
ESO116-G012_rotmod 8.32 110.00 2.10 3.40e+09
ESO116-G012_rotmod 9.09 111.00 2.33 3.40e+09
ESO116-G012_rotmod 9.86 112.00 4.74 3.40e+09
D631-7_rotmod 0.45 8.41 1.58 1.85e+08
D631-7_rotmod 0.90 17.80 2.22 1.85e+08
D631-7_rotmod 1.35 26.00 2.35 1.85e+08
D631-7_rotmod 1.80 30.90 2.22 1.85e+08
D631-7_rotmod 2.25 34.70 1.82 1.85e+08
D631-7_rotmod 2.69 38.80 1.81 1.85e+08
D631-7_rotmod 3.14 42.50 1.57 1.85e+08
D631-7_rotmod 3.59 45.60 1.59 1.85e+08
D631-7_rotmod 4.04 48.80 1.83 1.85e+08
D631-7_rotmod 4.49 51.80 1.91 1.85e+08
D631-7_rotmod 4.94 54.80 2.19 1.85e+08
D631-7_rotmod 5.39 56.60 2.73 1.85e+08
D631-7_rotmod 5.84 58.40 3.27 1.85e+08
D631-7_rotmod 6.29 58.50 3.95 1.85e+08
D631-7_rotmod 6.74 57.70 4.07 1.85e+08
D631-7_rotmod 7.19 57.30 3.94 1.85e+08
F563-V2_rotmod 0.28 11.90 7.89 1.72e+09
F563-V2_rotmod 0.87 34.80 7.89 1.72e+09
F563-V2_rotmod 1.46 58.50 8.68 1.72e+09
F563-V2_rotmod 2.05 81.50 14.20 1.72e+09
F563-V2_rotmod 2.35 91.80 17.50 1.72e+09
F563-V2_rotmod 4.76 114.00 8.68 1.72e+09
F563-V2_rotmod 7.86 116.00 8.68 1.72e+09
F563-V2_rotmod 8.70 117.00 16.60 1.72e+09
F563-V2_rotmod 10.18 118.00 51.90 1.72e+09
F563-V2_rotmod 10.47 118.00 40.30 1.72e+09
NGC2841_rotmod 3.44 285.00 14.40 1.69e+11
NGC2841_rotmod 3.77 297.00 13.60 1.69e+11
NGC2841_rotmod 4.13 303.00 8.47 1.69e+11
NGC2841_rotmod 4.47 306.00 5.93 1.69e+11
NGC2841_rotmod 4.80 307.00 5.93 1.69e+11
NGC2841_rotmod 5.13 304.00 8.47 1.69e+11
NGC2841_rotmod 5.48 308.00 8.47 1.69e+11
NGC2841_rotmod 5.83 313.00 12.70 1.69e+11
NGC2841_rotmod 6.16 314.00 9.32 1.69e+11
NGC2841_rotmod 6.51 315.00 6.78 1.69e+11
NGC2841_rotmod 6.86 317.00 8.47 1.69e+11
NGC2841_rotmod 7.18 320.00 7.63 1.69e+11
NGC2841_rotmod 7.51 316.00 20.50 1.69e+11
NGC2841_rotmod 7.85 318.00 23.40 1.69e+11
NGC2841_rotmod 8.21 321.00 8.48 1.69e+11
NGC2841_rotmod 8.57 323.00 8.66 1.69e+11
NGC2841_rotmod 8.90 321.00 12.70 1.69e+11
NGC2841_rotmod 9.24 323.00 11.00 1.69e+11
NGC2841_rotmod 9.60 323.00 10.40 1.69e+11
NGC2841_rotmod 9.93 322.00 13.60 1.69e+11
NGC2841_rotmod 10.27 321.00 13.60 1.69e+11
NGC2841_rotmod 10.60 323.00 9.32 1.69e+11
NGC2841_rotmod 10.93 322.00 11.90 1.69e+11
NGC2841_rotmod 11.27 321.00 11.00 1.69e+11
NGC2841_rotmod 12.31 323.00 4.24 1.69e+11
NGC2841_rotmod 14.35 319.00 4.24 1.69e+11
NGC2841_rotmod 16.40 308.00 4.24 1.69e+11
NGC2841_rotmod 18.48 299.00 5.66 1.69e+11
NGC2841_rotmod 20.57 299.00 5.66 1.69e+11
NGC2841_rotmod 22.51 298.00 5.66 1.69e+11
NGC2841_rotmod 24.59 296.00 5.66 1.69e+11
NGC2841_rotmod 26.68 293.00 4.24 1.69e+11
NGC2841_rotmod 28.77 289.00 4.24 1.69e+11
NGC2841_rotmod 30.70 289.00 4.24 1.69e+11
NGC2841_rotmod 32.79 288.00 4.24 1.69e+11
NGC2841_rotmod 34.88 285.00 4.24 1.69e+11
NGC2841_rotmod 36.96 283.00 2.83 1.69e+11
NGC2841_rotmod 38.90 275.00 2.83 1.69e+11
NGC2841_rotmod 40.99 272.00 2.83 1.69e+11
NGC2841_rotmod 43.08 271.00 2.83 1.69e+11
NGC2841_rotmod 45.16 274.00 4.24 1.69e+11
NGC2841_rotmod 47.10 277.00 4.24 1.69e+11
NGC2841_rotmod 49.19 281.00 4.24 1.69e+11
NGC2841_rotmod 51.27 286.00 4.24 1.69e+11
NGC2841_rotmod 53.36 282.00 4.24 1.69e+11
NGC2841_rotmod 55.30 283.00 4.24 1.69e+11
NGC2841_rotmod 57.38 288.00 5.66 1.69e+11
NGC2841_rotmod 59.47 287.00 5.66 1.69e+11
NGC2841_rotmod 61.56 289.00 7.07 1.69e+11
NGC2841_rotmod 63.64 294.00 7.07 1.69e+11
NGC0891_rotmod 0.92 234.00 12.00 1.30e+11
NGC0891_rotmod 2.32 192.00 12.00 1.30e+11
NGC0891_rotmod 3.24 212.00 6.30 1.30e+11
NGC0891_rotmod 4.17 223.00 4.41 1.30e+11
NGC0891_rotmod 5.10 222.00 4.01 1.30e+11
NGC0891_rotmod 6.03 224.00 3.85 1.30e+11
NGC0891_rotmod 6.96 224.00 3.23 1.30e+11
NGC0891_rotmod 7.89 226.00 3.40 1.30e+11
NGC0891_rotmod 8.80 226.00 3.21 1.30e+11
NGC0891_rotmod 9.73 227.00 2.75 1.30e+11
NGC0891_rotmod 10.64 227.00 2.65 1.30e+11
NGC0891_rotmod 11.58 224.00 2.35 1.30e+11
NGC0891_rotmod 12.52 220.00 2.43 1.30e+11
NGC0891_rotmod 13.46 218.00 2.30 1.30e+11
NGC0891_rotmod 14.40 217.00 2.77 1.30e+11
NGC0891_rotmod 15.33 216.00 4.43 1.30e+11
NGC0891_rotmod 16.27 210.00 4.47 1.30e+11
NGC0891_rotmod 17.11 208.00 4.35 1.30e+11
UGC03580_rotmod 0.11 56.20 28.50 8.71e+09
UGC03580_rotmod 0.23 64.60 22.70 8.71e+09
UGC03580_rotmod 0.34 70.20 17.20 8.71e+09
UGC03580_rotmod 0.46 71.60 11.70 8.71e+09
UGC03580_rotmod 0.57 71.00 11.30 8.71e+09
UGC03580_rotmod 0.69 69.00 9.37 8.71e+09
UGC03580_rotmod 0.80 67.70 6.23 8.71e+09
UGC03580_rotmod 0.92 66.90 4.00 8.71e+09
UGC03580_rotmod 1.03 66.60 3.10 8.71e+09
UGC03580_rotmod 1.14 66.80 3.02 8.71e+09
UGC03580_rotmod 1.26 67.40 3.09 8.71e+09
UGC03580_rotmod 1.37 68.30 2.71 8.71e+09
UGC03580_rotmod 1.49 69.60 2.75 8.71e+09
UGC03580_rotmod 1.61 71.20 2.61 8.71e+09
UGC03580_rotmod 1.71 72.90 4.09 8.71e+09
UGC03580_rotmod 1.83 74.90 6.17 8.71e+09
UGC03580_rotmod 1.94 77.00 7.74 8.71e+09
UGC03580_rotmod 2.06 79.20 5.36 8.71e+09
UGC03580_rotmod 2.18 81.40 6.34 8.71e+09
UGC03580_rotmod 2.29 83.60 2.03 8.71e+09
UGC03580_rotmod 2.40 85.70 1.94 8.71e+09
UGC03580_rotmod 2.52 87.80 1.70 8.71e+09
UGC03580_rotmod 2.63 89.70 2.16 8.71e+09
UGC03580_rotmod 2.75 91.40 1.88 8.71e+09
UGC03580_rotmod 2.86 92.80 3.36 8.71e+09
UGC03580_rotmod 2.98 94.10 1.40 8.71e+09
UGC03580_rotmod 3.09 95.20 5.51 8.71e+09
UGC03580_rotmod 3.20 96.10 6.23 8.71e+09
UGC03580_rotmod 4.52 97.40 2.30 8.71e+09
UGC03580_rotmod 4.69 96.90 11.70 8.71e+09
UGC03580_rotmod 6.03 96.80 2.30 8.71e+09
UGC03580_rotmod 7.53 105.00 1.02 8.71e+09
UGC03580_rotmod 8.58 110.00 7.12 8.71e+09
UGC03580_rotmod 8.70 110.00 5.26 8.71e+09
UGC03580_rotmod 8.82 110.00 5.16 8.71e+09
UGC03580_rotmod 9.03 111.00 0.82 8.71e+09
UGC03580_rotmod 9.05 111.00 7.81 8.71e+09
UGC03580_rotmod 10.53 112.00 1.43 8.71e+09
UGC03580_rotmod 12.07 112.00 1.21 8.71e+09
UGC03580_rotmod 13.58 114.00 1.35 8.71e+09
UGC03580_rotmod 15.09 118.00 1.36 8.71e+09
UGC03580_rotmod 16.60 122.00 1.44 8.71e+09
UGC03580_rotmod 18.11 125.00 1.64 8.71e+09
UGC03580_rotmod 19.62 128.00 1.97 8.71e+09
UGC03580_rotmod 21.02 131.00 1.81 8.71e+09
UGC03580_rotmod 24.04 127.00 1.93 8.71e+09
UGC03580_rotmod 27.06 124.00 1.92 8.71e+09
F561-1_rotmod 1.61 23.40 10.00 2.65e+09
F561-1_rotmod 3.23 40.60 5.00 2.65e+09
F561-1_rotmod 4.84 45.50 5.00 2.65e+09
F561-1_rotmod 6.45 49.20 5.00 2.65e+09
F561-1_rotmod 8.06 50.40 5.00 2.65e+09
F561-1_rotmod 9.66 50.40 5.00 2.65e+09
NGC3109_rotmod 0.26 6.10 1.60 1.46e+08
NGC3109_rotmod 0.52 11.20 0.70 1.46e+08
NGC3109_rotmod 0.77 14.90 1.50 1.46e+08
NGC3109_rotmod 1.03 19.10 2.20 1.46e+08
NGC3109_rotmod 1.29 24.30 0.90 1.46e+08
NGC3109_rotmod 1.55 29.80 1.90 1.46e+08
NGC3109_rotmod 1.81 34.30 1.60 1.46e+08
NGC3109_rotmod 2.06 38.20 3.50 1.46e+08
NGC3109_rotmod 2.32 42.50 5.60 1.46e+08
NGC3109_rotmod 2.58 42.30 3.00 1.46e+08
NGC3109_rotmod 2.84 47.30 4.40 1.46e+08
NGC3109_rotmod 3.10 49.30 4.00 1.46e+08
NGC3109_rotmod 3.35 50.60 3.50 1.46e+08
NGC3109_rotmod 3.61 53.00 3.50 1.46e+08
NGC3109_rotmod 3.87 54.70 3.30 1.46e+08
NGC3109_rotmod 4.13 55.20 3.10 1.46e+08
NGC3109_rotmod 4.38 57.50 2.60 1.46e+08
NGC3109_rotmod 4.64 59.10 2.40 1.46e+08
NGC3109_rotmod 4.90 61.20 1.90 1.46e+08
NGC3109_rotmod 5.16 62.70 1.90 1.46e+08
NGC3109_rotmod 5.42 64.40 2.90 1.46e+08
NGC3109_rotmod 5.67 66.60 3.20 1.46e+08
NGC3109_rotmod 5.93 66.30 3.40 1.46e+08
NGC3109_rotmod 6.19 66.20 3.20 1.46e+08
NGC3109_rotmod 6.45 67.30 3.00 1.46e+08
NGC5371_rotmod 1.45 216.00 10.00 2.78e+11
NGC5371_rotmod 2.88 215.00 7.00 2.78e+11
NGC5371_rotmod 4.33 215.00 5.00 2.78e+11
NGC5371_rotmod 5.78 214.00 4.00 2.78e+11
NGC5371_rotmod 7.22 215.00 4.00 2.78e+11
NGC5371_rotmod 8.66 221.00 3.00 2.78e+11
NGC5371_rotmod 11.55 233.00 3.00 2.78e+11
NGC5371_rotmod 14.48 237.00 3.00 2.78e+11
NGC5371_rotmod 17.28 242.00 3.00 2.78e+11
NGC5371_rotmod 20.20 241.00 3.00 2.78e+11
NGC5371_rotmod 23.12 240.00 3.00 2.78e+11
NGC5371_rotmod 26.04 234.00 3.00 2.78e+11
NGC5371_rotmod 28.84 226.00 3.00 2.78e+11
NGC5371_rotmod 31.76 213.00 3.00 2.78e+11
NGC5371_rotmod 34.68 207.00 3.00 2.78e+11
NGC5371_rotmod 37.48 208.00 4.00 2.78e+11
NGC5371_rotmod 40.40 209.00 4.00 2.78e+11
NGC5371_rotmod 43.32 207.00 4.00 2.78e+11
NGC5371_rotmod 46.24 213.00 6.00 2.78e+11
UGC07125_rotmod 1.44 26.10 3.30 2.48e+09
UGC07125_rotmod 2.88 43.00 3.47 2.48e+09
UGC07125_rotmod 4.33 48.50 2.35 2.48e+09
UGC07125_rotmod 5.76 52.50 2.00 2.48e+09
UGC07125_rotmod 7.20 56.40 2.05 2.48e+09
UGC07125_rotmod 8.64 58.50 2.21 2.48e+09
UGC07125_rotmod 10.08 61.50 2.10 2.48e+09
UGC07125_rotmod 11.47 64.60 2.01 2.48e+09
UGC07125_rotmod 13.00 65.60 2.12 2.48e+09
UGC07125_rotmod 14.42 65.40 2.65 2.48e+09
UGC07125_rotmod 15.84 65.50 3.05 2.48e+09
UGC07125_rotmod 17.26 65.10 3.22 2.48e+09
UGC07125_rotmod 18.68 64.90 3.48 2.48e+09
DDO168_rotmod 0.41 15.00 4.10 1.43e+08
DDO168_rotmod 0.82 23.40 1.30 1.43e+08
DDO168_rotmod 1.24 29.20 1.50 1.43e+08
DDO168_rotmod 1.64 36.20 1.10 1.43e+08
DDO168_rotmod 2.06 44.00 1.10 1.43e+08
DDO168_rotmod 2.47 52.10 1.20 1.43e+08
DDO168_rotmod 2.89 52.90 1.70 1.43e+08
DDO168_rotmod 3.30 54.80 2.20 1.43e+08
DDO168_rotmod 3.71 55.00 2.50 1.43e+08
DDO168_rotmod 4.12 52.00 2.70 1.43e+08
UGC05918_rotmod 0.56 16.90 3.93 1.52e+08
UGC05918_rotmod 1.11 27.40 3.93 1.52e+08
UGC05918_rotmod 1.67 33.50 3.93 1.52e+08
UGC05918_rotmod 2.23 36.40 3.93 1.52e+08
UGC05918_rotmod 2.79 39.80 3.93 1.52e+08
UGC05918_rotmod 3.34 41.20 3.93 1.52e+08
UGC05918_rotmod 3.90 42.60 3.93 1.52e+08
UGC05918_rotmod 4.46 44.50 3.93 1.52e+08
F574-2_rotmod 2.17 12.60 10.00 1.69e+09
F574-2_rotmod 4.32 23.00 10.00 1.69e+09
F574-2_rotmod 6.49 30.00 8.00 1.69e+09
F574-2_rotmod 8.65 36.00 8.00 1.69e+09
F574-2_rotmod 10.83 40.00 8.00 1.69e+09
UGCA444_rotmod 0.12 6.48 2.60 8.10e+06
UGCA444_rotmod 0.19 8.60 2.65 8.10e+06
UGCA444_rotmod 0.26 10.20 3.03 8.10e+06
UGCA444_rotmod 0.33 11.70 3.55 8.10e+06
UGCA444_rotmod 0.40 12.70 3.75 8.10e+06
UGCA444_rotmod 0.47 14.10 3.43 8.10e+06
UGCA444_rotmod 0.55 16.00 3.33 8.10e+06
UGCA444_rotmod 0.62 18.10 2.66 8.10e+06
UGCA444_rotmod 0.69 21.20 3.78 8.10e+06
UGCA444_rotmod 0.76 21.60 3.33 8.10e+06
UGCA444_rotmod 0.83 23.30 3.09 8.10e+06
UGCA444_rotmod 0.90 24.50 3.26 8.10e+06
UGCA444_rotmod 0.97 24.40 3.29 8.10e+06
UGCA444_rotmod 1.04 25.30 2.78 8.10e+06
UGCA444_rotmod 1.11 25.40 2.78 8.10e+06
UGCA444_rotmod 1.19 25.90 2.73 8.10e+06
UGCA444_rotmod 1.26 26.70 2.67 8.10e+06
UGCA444_rotmod 1.33 27.10 3.16 8.10e+06
UGCA444_rotmod 1.40 28.60 3.34 8.10e+06
UGCA444_rotmod 1.48 28.90 3.21 8.10e+06
UGCA444_rotmod 1.55 30.40 4.14 8.10e+06
UGCA444_rotmod 1.62 30.80 4.35 8.10e+06
UGCA444_rotmod 1.69 30.50 4.56 8.10e+06
UGCA444_rotmod 1.75 33.00 4.04 8.10e+06
UGCA444_rotmod 1.83 32.10 4.35 8.10e+06
UGCA444_rotmod 1.90 32.90 4.36 8.10e+06
UGCA444_rotmod 1.97 34.20 4.90 8.10e+06
UGCA444_rotmod 2.04 32.60 3.98 8.10e+06
UGCA444_rotmod 2.11 33.70 4.73 8.10e+06
UGCA444_rotmod 2.19 33.80 4.67 8.10e+06
UGCA444_rotmod 2.26 34.90 3.74 8.10e+06
UGCA444_rotmod 2.33 36.10 5.47 8.10e+06
UGCA444_rotmod 2.40 37.20 5.39 8.10e+06
UGCA444_rotmod 2.48 37.60 7.10 8.10e+06
UGCA444_rotmod 2.55 35.60 4.73 8.10e+06
UGCA444_rotmod 2.62 38.30 7.78 8.10e+06
UGC04305_rotmod 0.25 3.17 3.22 6.11e+08
UGC04305_rotmod 0.50 10.50 3.32 6.11e+08
UGC04305_rotmod 0.75 17.50 4.47 6.11e+08
UGC04305_rotmod 1.00 22.70 4.96 6.11e+08
UGC04305_rotmod 1.26 29.70 5.29 6.11e+08
UGC04305_rotmod 1.50 34.50 4.70 6.11e+08
UGC04305_rotmod 1.76 36.00 3.51 6.11e+08
UGC04305_rotmod 2.01 37.30 3.45 6.11e+08
UGC04305_rotmod 2.26 35.60 3.57 6.11e+08
UGC04305_rotmod 2.51 34.90 3.88 6.11e+08
UGC04305_rotmod 2.76 32.70 3.27 6.11e+08
UGC04305_rotmod 3.01 32.80 3.21 6.11e+08
UGC04305_rotmod 3.27 33.20 3.21 6.11e+08
UGC04305_rotmod 3.51 32.10 3.23 6.11e+08
UGC04305_rotmod 3.76 30.10 3.16 6.11e+08
UGC04305_rotmod 4.02 32.30 3.16 6.11e+08
UGC04305_rotmod 4.26 33.60 3.12 6.11e+08
UGC04305_rotmod 4.52 35.10 3.12 6.11e+08
UGC04305_rotmod 4.77 35.30 3.12 6.11e+08
UGC04305_rotmod 5.02 35.20 3.13 6.11e+08
UGC04305_rotmod 5.27 34.60 3.11 6.11e+08
UGC04305_rotmod 5.52 33.00 3.11 6.11e+08
NGC0300_rotmod 0.91 33.10 3.90 2.66e+09
NGC0300_rotmod 1.36 46.70 2.70 2.66e+09
NGC0300_rotmod 1.82 53.90 4.70 2.66e+09
NGC0300_rotmod 2.27 58.80 2.50 2.66e+09
NGC0300_rotmod 2.72 65.60 2.60 2.66e+09
NGC0300_rotmod 3.17 70.80 2.70 2.66e+09
NGC0300_rotmod 3.63 82.10 4.90 2.66e+09
NGC0300_rotmod 4.08 84.10 6.60 2.66e+09
NGC0300_rotmod 4.54 83.40 6.20 2.66e+09
NGC0300_rotmod 4.99 81.50 2.70 2.66e+09
NGC0300_rotmod 5.45 80.80 4.00 2.66e+09
NGC0300_rotmod 5.90 82.80 12.40 2.66e+09
NGC0300_rotmod 6.36 88.20 11.70 2.66e+09
NGC0300_rotmod 6.81 88.50 8.50 2.66e+09
NGC0300_rotmod 7.26 88.40 8.90 2.66e+09
NGC0300_rotmod 7.71 88.20 10.80 2.66e+09
NGC0300_rotmod 8.17 89.50 3.10 2.66e+09
NGC0300_rotmod 8.62 89.70 9.50 2.66e+09
NGC0300_rotmod 9.07 93.70 7.30 2.66e+09
NGC0300_rotmod 9.53 97.00 5.70 2.66e+09
NGC0300_rotmod 9.96 96.20 1.50 2.66e+09
NGC0300_rotmod 10.45 94.80 2.10 2.66e+09
NGC0300_rotmod 10.93 92.50 13.90 2.66e+09
NGC0300_rotmod 11.32 92.80 10.60 2.66e+09
NGC0300_rotmod 11.80 93.50 12.10 2.66e+09
UGC04278_rotmod 0.14 5.23 5.31 9.10e+08
UGC04278_rotmod 0.42 15.40 7.78 9.10e+08
UGC04278_rotmod 0.69 24.40 4.00 9.10e+08
UGC04278_rotmod 0.97 32.10 4.00 9.10e+08
UGC04278_rotmod 1.25 34.60 4.00 9.10e+08
UGC04278_rotmod 1.52 37.90 4.00 9.10e+08
UGC04278_rotmod 1.80 40.50 4.00 9.10e+08
UGC04278_rotmod 2.07 43.00 4.00 9.10e+08
UGC04278_rotmod 2.35 45.10 4.00 9.10e+08
UGC04278_rotmod 2.63 45.60 4.00 9.10e+08
UGC04278_rotmod 2.91 49.20 13.00 9.10e+08
UGC04278_rotmod 3.19 50.30 4.00 9.10e+08
UGC04278_rotmod 3.46 53.70 4.19 9.10e+08
UGC04278_rotmod 3.74 58.00 7.53 9.10e+08
UGC04278_rotmod 4.01 64.40 4.00 9.10e+08
UGC04278_rotmod 4.29 67.50 4.00 9.10e+08
UGC04278_rotmod 4.57 71.30 4.00 9.10e+08
UGC04278_rotmod 4.85 75.60 4.00 9.10e+08
UGC04278_rotmod 5.13 80.00 4.00 9.10e+08
UGC04278_rotmod 5.40 82.80 4.00 9.10e+08
UGC04278_rotmod 5.68 84.80 15.70 9.10e+08
UGC04278_rotmod 5.86 86.30 16.80 9.10e+08
UGC04278_rotmod 6.36 90.20 8.07 9.10e+08
UGC04278_rotmod 6.51 91.30 4.00 9.10e+08
UGC04278_rotmod 6.69 92.80 8.75 9.10e+08
NGC0289_rotmod 1.50 164.00 28.20 6.68e+10
NGC0289_rotmod 2.52 194.00 32.00 6.68e+10
NGC0289_rotmod 3.46 175.00 25.20 6.68e+10
NGC0289_rotmod 4.32 185.00 31.50 6.68e+10
NGC0289_rotmod 5.43 175.00 27.90 6.68e+10
NGC0289_rotmod 6.38 167.00 27.20 6.68e+10
NGC0289_rotmod 7.57 176.00 7.18 6.68e+10
NGC0289_rotmod 10.60 185.00 4.29 6.68e+10
NGC0289_rotmod 13.57 183.00 4.22 6.68e+10
NGC0289_rotmod 16.64 172.00 4.33 6.68e+10
NGC0289_rotmod 19.71 161.00 4.24 6.68e+10
NGC0289_rotmod 22.68 156.00 5.08 6.68e+10
NGC0289_rotmod 25.75 159.00 6.49 6.68e+10
NGC0289_rotmod 28.72 173.00 6.97 6.68e+10
NGC0289_rotmod 31.79 177.00 6.57 6.68e+10
NGC0289_rotmod 34.77 179.00 4.47 6.68e+10
NGC0289_rotmod 37.84 181.00 4.26 6.68e+10
NGC0289_rotmod 40.81 182.00 4.26 6.68e+10
NGC0289_rotmod 43.88 182.00 4.83 6.68e+10
NGC0289_rotmod 46.85 180.00 5.50 6.68e+10
NGC0289_rotmod 49.92 177.00 8.50 6.68e+10
NGC0289_rotmod 52.99 175.00 11.00 6.68e+10
NGC0289_rotmod 55.96 172.00 11.60 6.68e+10
NGC0289_rotmod 59.03 168.00 12.60 6.68e+10
NGC0289_rotmod 62.00 158.00 5.38 6.68e+10
NGC0289_rotmod 65.07 158.00 6.50 6.68e+10
NGC0289_rotmod 68.05 166.00 15.50 6.68e+10
NGC0289_rotmod 71.12 165.00 8.75 6.68e+10
NGC3893_rotmod 1.74 145.00 6.80 5.50e+10
NGC3893_rotmod 3.50 174.00 6.80 5.50e+10
NGC3893_rotmod 5.24 194.00 6.40 5.50e+10
NGC3893_rotmod 6.98 190.00 5.50 5.50e+10
NGC3893_rotmod 8.81 186.00 5.80 5.50e+10
NGC3893_rotmod 10.90 188.00 7.00 5.50e+10
NGC3893_rotmod 13.12 187.00 8.50 5.50e+10
NGC3893_rotmod 15.33 179.00 12.60 5.50e+10
NGC3893_rotmod 17.30 176.00 11.70 5.50e+10
NGC3893_rotmod 19.05 167.00 13.50 5.50e+10
UGC00128_rotmod 1.25 34.10 18.80 1.12e+10
UGC00128_rotmod 3.75 78.40 6.54 1.12e+10
UGC00128_rotmod 6.25 96.90 2.44 1.12e+10
UGC00128_rotmod 8.76 108.00 1.26 1.12e+10
UGC00128_rotmod 11.25 113.00 1.00 1.12e+10
UGC00128_rotmod 13.74 114.00 0.86 1.12e+10
UGC00128_rotmod 16.22 121.00 0.68 1.12e+10
UGC00128_rotmod 18.71 126.00 0.55 1.12e+10
UGC00128_rotmod 21.30 128.00 0.63 1.12e+10
UGC00128_rotmod 23.79 129.00 0.61 1.12e+10
UGC00128_rotmod 26.28 129.00 0.65 1.12e+10
UGC00128_rotmod 28.77 131.00 0.73 1.12e+10
UGC00128_rotmod 31.25 131.00 0.83 1.12e+10
UGC00128_rotmod 33.74 131.00 0.75 1.12e+10
UGC00128_rotmod 36.23 127.00 1.24 1.12e+10
UGC00128_rotmod 38.82 126.00 1.40 1.12e+10
UGC00128_rotmod 41.31 130.00 1.62 1.12e+10
UGC00128_rotmod 43.80 132.00 2.01 1.12e+10
UGC00128_rotmod 46.28 134.00 2.10 1.12e+10
UGC00128_rotmod 48.77 129.00 2.66 1.12e+10
